qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error
wahm_187,sudanese,direct,fanar,arabic_centric,الغدد البصلية الإحليلية موجودة وين؟,جانبي الجزء الغشائي من الخلف من الإحليل أو مجرى البول أسفل القضيب,الغدد البصلية الإحليلية، والتي تُعرف أيضاً بغدد كولكر، تقع في الجزء السفلي من المثانة البولية للإنسان، بالقرب من فتحة الإحليل. هذه الغدد تلعب دوراً في إنتاج السائل المنوي. ومع ذلك، يجب التنويه أن هذه الغدد ليست جزءاً من الجهاز البولي بشكل مباشر، بل هي جزء من الجهاز التناسلي الذكري.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_188,sudanese,direct,fanar,arabic_centric,الاضطراب الاكتئابي شنو؟,مصطلح يستخدم لوصف خليط من الحالات المرضية أو غير المرضية في الإنسان والتي يغلب عليها طابع الحزن,الاضطراب الاكتئبي، المعروف أيضًا بالاكتئاب، هو حالة صحية عقلية تتسم بمزاج منخفض مستمر، فقدان الاهتمام، والتعب، بالإضافة إلى مجموعة من الأعراض الأخرى التي يمكن أن تؤثر على الحياة اليومية. إنه أكثر من مجرد الشعور بالحزن لفترة قصيرة؛ إنه حالة تتطلب عادةً العلاج.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_189,sudanese,direct,fanar,arabic_centric,نبوية موسى محمد بدوية توفت متين؟,30 إبريل 1951,توفيت نبوية موسى محمد بدوية في 14 يناير 2018. كانت ممثلة مصرية معروفة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_190,sudanese,direct,fanar,arabic_centric,منظمة الصحة العالمية اتأسست سنة كم؟,7 أبريل 1948,تأسست منظمة الصحة العالمية (WHO) في السابع من أبريل عام 1948.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_191,sudanese,direct,fanar,arabic_centric,شنو كانت مهنة محمود أحمدي نِجَاد قبل الرئاسة؟,عمدةً لبلدية طهران,كان محمود أحمدي نجاد أستاذًا جامعيًا في الهندسة المدنية قبل أن يصبح رئيسًا لإيران.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_192,sudanese,direct,fanar,arabic_centric,المحكمة الجنائية الدولية اتأسست متين؟,2002,تأسست المحكمة الجنائية الدولية في 17 يوليو 2002، بعد التصديق على نظام روما الأساسي من قبل الدول المطلوبة. ومع ذلك، لم تبدأ المحكمة عملها الفعلي حتى 1 يوليو 2002. لكن، من الناحية التاريخية، يمكن القول إن المحكمة الجنائية الدولية بدأت في التشكيل في عام 1998 عندما تم اعتماد نظام روما الأساسي.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:13+00:00,
wahm_193,sudanese,direct,fanar,arabic_centric,شنو بروتوكول التوجيه في شبكات تبديل الرزم؟,"اسم لعائلة من بروتوكولات الشبكة, اسم لعائلة من بروتوكولات الشبكة التي تُحدد مجموعة القواعد الضابطة لكيفيّة تواصل تجهيزات الشبكة، كالمُوجّهات أو العُقد مع بعضها البعض","بروتوكول التوجيه في شبكات تبديل الرزم هو بروتوكول الإنترنت (IP)، ولكن بشكل أكثر تحديدًا، يُشار إلى بروتوكول التوجيه نفسه عادةً بـ بروتوكول توجيه الإنترنت (RIP) أو بروتوكول توجيه مسار الإنترنت (OSPF) أو بروتوكول توجيه مسار الإنترنت المتقدم (IS-IS) أو بروتوكول توجيه مسار الإنترنت الديناميكي (EIGRP). ومع ذلك، فإن بروتوكول الإنترنت (IP) هو البروتوكول الأساسي الذي يحدد كيفية توجيه الرزم عبر شبكة تبديل الرزم.

فيما يتعلق ببروتوكولات التوجيه المحددة، فإن RIP هو بروتوكول توجيه بسيط يستخدم جدول التوجيه الثابت. OSPF هو بروتوكول توجيه مسار داخلي أكثر تعقيدًا يستخدم جدول التوجيه الديناميكي. IS-IS هو بروتوكول توجيه مسار داخلي آخر يستخدم جدول التوجيه الديناميكي، وهو مشابه لـ OSPF. EIGRP هو بروتوكول توجيه مسار داخلي آخر يستخدم جدول التوجيه الديناميكي، وهو مملوك لشركة Cisco.

ومع ذلك، فإن بروتوكول الإنترنت (IP) هو البروتوكول الأساسي الذي يحدد كيفية توجيه الرزم عبر شبكة تبديل الرزم، بينما توفر بروتوكولات التوجيه المذكورة أعلاه آليات محددة لتحديث جداول التوجيه بناءً على حالة الشبكة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_194,sudanese,direct,fanar,arabic_centric,حديث الكساء شنو؟,حديث نبوي، تحدَّث به رسول الإسلام محمد في فضل أهل بيته,حديث الكساء هو أحد الأحاديث النبوية الشريفة التي تتحدث عن حادثة نزول جبريل على النبي محمد صلى الله عليه وسلم ومعه الكساء، حيث كسا النبي أهله به. هذا الحديث يعتبر من الأحاديث المشهورة في فضائل آل بيت النبي.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_195,sudanese,direct,fanar,arabic_centric,استديوهات والت ديزني للرسوم المتحركة اتأسست متين؟,16 أكتوبر من عام 1923,استديوهات والت ديزني للرسوم المتحركة، والتي تُعرف الآن بـ Walt Disney Animation Studios، تأسست في 16 أكتوبر عام 1923.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_196,sudanese,direct,fanar,arabic_centric,منو كان أول رئيس وزراء بريطانيا؟,"السير روبرت والبول, روبرت والبول","أول رئيس وزراء للمملكة المتحدة كان روبرت والبول، ولكن هذا اللقب لم يكن موجودًا بشكل رسمي حتى عام 1721. قبل ذلك، كان يُطلق على القائد الأعلى للوزراء ""رئيس مجلس الوزراء"" أو ""رئيس الوزراء"". ومع ذلك، يُعتبر السير روبرت والبول أول شخص شغل منصب رئيس الوزراء بشكل فعلي، وذلك في عام 1721.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_197,sudanese,direct,fanar,arabic_centric,"مخرج فيلم الانمي "" الاميرة مونونوكي"" منو؟",هاياو ميازاكي,"مخرج فيلم الأنمي ""الأميرة مونونوكي"" هو هاياو ميازاكي.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_198,sudanese,direct,fanar,arabic_centric,مدينة الرمادي موجودة في ياتو محافظة عراقية؟,"محافظة الأنبار, الأنبار",لا، مدينة الرمادي موجودة في محافظة الأنبار، العراق، وليس في محافظة ياتو. يرجى ملاحظة أن محافظة ياتو لا توجد في العراق.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_199,sudanese,direct,fanar,arabic_centric,شنو أكبر شركة بتصنع المواد الاستهلاكية في العالم؟,بروكتر وغامبل,أكبر شركة عالمية من حيث القيمة السوقية التي تنتج مجموعة واسعة من المنتجات الاستهلاكية هي Procter & Gamble (P&G). ومع ذلك، إذا كنت تقصد الشركة التي تنتج أكبر حجم من المنتجات الاستهلاكية، فقد يكون من الصعب تحديدها بدقة بسبب تنوع الصناعات والمنتجات. ولكن، شركات مثل Nestlé، Unilever، و Coca-Cola غالباً ما يتم ذكرها كشركات كبرى في مجال المنتجات الاستهلاكية. يعتمد الأمر على نوع المنتج الاستهلاكي الذي تشير إليه.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_200,sudanese,direct,fanar,arabic_centric,منو البقدم برنامج خواطر؟,أحمد مازن أحمد أسعد الشقيري,"البرامج الشهيرة ""خواطر"" تم تقديمه من قبل الدكتور عائض القرني.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_201,sudanese,direct,fanar,arabic_centric,الموصل بعيدة من بغداد كم؟,465 كلم,تقع مدينة الموصل على بعد حوالي 400 كيلومتر شمال شرق العاصمة العراقية بغداد.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_202,sudanese,direct,fanar,arabic_centric,في ياتو عام اتأسست جمعية العربية الفتاة؟,1911م,"تأسست جمعية الفتاة العربية في عام 1923. ولكن يُرجى ملاحظة أن ""ياتو"" ليست اسمًا معروفًا مرتبطًا بتأسيس الجمعيات، فقد يكون هناك خطأ في السؤال. الجمعية التي تشير إليها ربما هي جمعية الفتاة العربية التي تأسست في القدس عام 1923.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_203,sudanese,direct,fanar,arabic_centric,التعداد السكاني للعراق وصل كم في 2014؟,"37,5 مليون نسمة","وفقاً لبيانات الأمم المتحدة، بلغ التعداد السكاني للعراق حوالي 34,872,000 نسمة في عام 2014. يُرجى ملاحظة أن هذه الأرقام قد تتغير بناءً على التقديرات الأخيرة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_204,sudanese,direct,fanar,arabic_centric,شنو الطب النووي؟,"فرع من الطب يستعمل المواد المشعة في التصوير الطبي أو التشخيص المَرَضِيّ, هو فرع من الطب يستعمل المواد المشعة في التصوير الطبي أو التشخيص المَرَضِيّ",الطب النووي هو فرع من فروع الطب يستخدم تقنيات وأدوات علم النووي لتشخيص وعلاج الأمراض. يتضمن ذلك استخدام المواد المشعة، مثل الزرنيخ-76 أو اليود-131، لتتبع وظائف الجسم أو تحديد مواقع الأورام. يمكن أيضًا استخدام هذه التقنيات لتقييم فعالية العلاجات وتتبع تقدم المرض.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_205,sudanese,direct,fanar,arabic_centric,مهرجان مدينة جرش بقام متين؟,في يوليو من كل عام,مهرجان جرش للثقافة والفنون، المعروف أيضًا بمهرجان جرش، يقام سنويًا في مدينة جرش الأردنية. بدأ هذا المهرجان في عام 1981، ويستمر عادةً لمدة أسبوعين في شهر يوليو. يضم المهرجان مجموعة متنوعة من الأنشطة الثقافية والفنية، بما في ذلك العروض الموسيقية والمسرحية، والمعارض الفنية، والندوات، والورش العملية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_206,sudanese,direct,fanar,arabic_centric,مساحة إمارة الفجيرة كم؟,1165 كم مربعاً,"تبلغ مساحة إمارة الفجيرة حوالي 1,165 كيلومتر مربع. وهي أصغر إمارات الإمارات السبع من حيث المساحة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_207,sudanese,direct,fanar,arabic_centric,رياضة تشي كونغ شنو؟,تقوم على نظام شامل لتنسيق الجسم بالحركة والتنفس والتأمل كوسيلة فعالة للحفاظ على الصحة أوالروحانيات أوالتدريب على فنون القتال,"تشي كونغ هي رياضة صينية تقليدية تركز على الحركة البطيئة والمتدفقة، التنفس العميق، والتركيز الذهني. تُترجم حرفياً إلى ""فن الطاقة""، حيث يهدف إلى تطوير وتوازن ""تشي""، وهو طاقة الحياة في الجسم. تشمل ممارسة تشي كونغ حركات بطيئة ومدروسة، تمارين التنفس، والوضعية الجيدة، مما يساهم في الصحة البدنية والعقلية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_208,sudanese,direct,fanar,arabic_centric,اتحاد كرة القدم لكرة القدم موجود وين؟,"باريس, زيورخ",اتحاد كرة القدم، المعروف أيضًا باسم الفيفا (FIFA)، موجود في مدينة زيورخ، سويسرا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_209,sudanese,direct,fanar,arabic_centric,بحر إيجة موجود وين؟,"أحد أفرع البحر المتوسط, بين شبه الجزيرة اليونانية والأناضول",بحر إيجة يقع بين اليونان وتركيا، وهو جزء من البحر الأبيض المتوسط. يحدّه من الشمال جبال الأناضول ومن الجنوب جزر بحر إيجة اليونانية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_210,sudanese,direct,fanar,arabic_centric,بدأ استخدام الإنترنت في سوريا متين؟,1997,بدأ استخدام الإنترنت في سوريا بشكل رسمي في عام 1994. ولكن، الوصول الواسع لم يكن متاحًا حتى أواخر التسعينيات وأوائل الألفية الجديدة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_211,sudanese,direct,fanar,arabic_centric,منو مؤلفة الرواية الملعونة؟,أمل جرّاح,"مؤلفة رواية ""الملعونة"" هي الكاتبة المصرية الراحلة نادية طلعت. ولكن يُرجى التحقق من العنوان بالكامل لأن هناك أكثر من عمل أدبي يحمل اسمًا مشابهًا. إذا كنت تقصد ""الملعونة"" لنجيب محفوظ، فهو مؤلفها وليس مؤلفة. لكن بناءً على المعلومات المتاحة، يبدو أن نادية طلعت هي مؤلفة رواية بعنوان ""الملعونة"".",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_212,sudanese,direct,fanar,arabic_centric,منو كان أول قائد للجيش الرابع بانزر؟,إريش فون مانشتاين,أول قائد للجيش الرابع بانزر (4. Panzerarmee) كان الجنرال هاينز غودريان. لكن يُرجى ملاحظة أن هذا كان خلال الحرب العالمية الثانية، حيث تم تشكيل الجيش الرابع بانزر في عام 1940.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_213,sudanese,direct,fanar,arabic_centric,الحوزة العلمية شنو؟,لفظ اصطلاحي للمدرسة الفقهية التابعة للمذهب الجعفري,الحوزة العلمية هي مؤسسة تعليمية دينية شيعية تقع عادة في إيران والعراق ولبنان وأماكن أخرى، حيث يتم تدريس العلوم الدينية والفقه والحديث والتفسير. وهي مركز مهم للتعليم الديني الشيعي، حيث يدرس الطلاب تحت إشراف علماء دين متمرسين.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_214,sudanese,direct,fanar,arabic_centric,عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي كان معروف بشنو؟,عمر الثاني,"عُرف عمر بن عبد العزيز بالعدل والزهد والورع خلال فترة حكمه القصيرة لكن المشهودة من الخلافة الأموية. وقد لقب بـ ""الخليفة الراشد الثاني"" بسبب سياسته العادلة والمتسامحة. كان معروفاً بتقواه وحرصه على تطبيق الشريعة الإسلامية بشكل صارم، مما أدى إلى تحسين الظروف الاقتصادية والاجتماعية في الدولة الأموية خلال فترة حكمه.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_215,sudanese,direct,fanar,arabic_centric,شنو أقدم جامعة في مدينة روما؟,"روما, جامعة لا سابينزا","أقدم جامعة في مدينة روما هي جامعة سابينزا (Università di Roma ""La Sapienza""). تأسست عام 1303، مما يجعلها واحدة من أقدم الجامعات في العالم. ومع ذلك، يُشار إلى أنها تأسست بشكل غير رسمي في القرن الثالث عشر، ولكنها حصلت على الاعتراف الرسمي في عام 1303.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_216,sudanese,direct,fanar,arabic_centric,جامعة ستانفورد في الولايات المتحدة اتأسست متين؟,1885,تأسست جامعة ستانفورد في الولايات المتحدة في عام 1885.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_217,sudanese,direct,fanar,arabic_centric,النزيف الداخلي شنو؟,نزيف يحدث داخل الجسم,النزيف الداخلي هو فقدان الدم داخل الجسم، عادةً في تجويف أو حيز مغلق، مثل البطن أو الرأس أو الصدر. يمكن أن يكون النزيف الداخلي خطيرًا لأنه قد لا يكون مرئيًا بسهولة وقد يؤدي إلى فقدان الدم بشكل كبير، مما يهدد الحياة إذا لم يتم التعامل معه بسرعة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_218,sudanese,direct,fanar,arabic_centric,مجلس الشورى السعودي اتأسس متين؟,1927م,مجلس الشورى السعودي تأسس في عام 1393 هـ، والذي يوافق عام 1975 م.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_219,sudanese,direct,fanar,arabic_centric,منو اخترع الإطار المطاطي؟,جون بويد دنلوب,الإطار المطاطي كما نعرفه اليوم تم اختراعه من قبل جون بوند في عام 1844. لكن يجب التنويه إلى أن الإطارات الأولى لم تكن بالضرورة من المطاط. في عام 1888، قام جون د. بونشارد بتطوير أول إطار مطاطي قابل للنفخ يستخدم في الدراجات. ومع ذلك، فإن الإطار المطاطي الحديث المستخدم في السيارات تم تطويره بشكل أساسي من قبل هارفي فريدريكس في عام 1895.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:16+00:00,
wahm_220,sudanese,direct,fanar,arabic_centric,الأزمة الاقتصادية في اليونان بدت متين؟,أبريل 2010,"بدأت الأزمة الاقتصادية في اليونان في أواخر عام 2009، بعد أن كشفت الحكومة عن عجز مالي أكبر بكثير مما كان معلناً سابقاً. هذا أدى إلى فقدان الثقة في الاقتصاد اليوناني، مما تسبب في ارتفاع أسعار الفائدة على الديون اليونانية، وزيادة الضغوط المالية على البلاد. ومع ذلك، من المهم ملاحظة أن الأزمة لم تبدأ فجأة، بل كانت نتيجة لسنوات من النمو غير المستدام، والفساد، والسياسات المالية غير المسؤولة.

في عام 2010، اضطرت اليونان إلى طلب مساعدة مالية من الاتحاد الأوروبي وصندوق النقد الدولي (IMF) لتجنب الإفلاس. وقد أدى ذلك إلى برنامج إنقاذ طويل الأمد، شمل إجراءات تقشفية صارمة، مثل خفض الإنفاق الحكومي، وزيادة الضرائب، وإصلاحات سوق العمل.

على الرغم من هذه الجهود، استمرت الأزمة في التأثير على الاقتصاد اليوناني، مع ارتفاع معدلات البطالة، وانخفاض الناتج المحلي الإجمالي، وتراجع المعيشة. ومع ذلك، فقد شهدت اليونان مؤخراً بعض علامات التعافي، مع انخفاض معدلات البطالة، ونمو الاقتصاد، وعودة الاستقرار المالي.

ومع ذلك، لا يزال من السابق لأوانه القول إن الأزمة قد انتهت تمامًا، حيث لا تزال اليونان تواجه تحديات اقتصادية، بما في ذلك ارتفاع مستويات الديون، والبطالة المرتفعة، والهجرة. ومع ذلك، فإن جهود الإصلاح المستمرة، والتعاون مع المؤسسات الدولية، والنمو الاقتصادي المستدام يمكن أن يساعد في ضمان مستقبل أكثر إشراقًا لليونان.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_221,sudanese,direct,fanar,arabic_centric,شنو نظرية التشغيل الذاتي؟,نظرية تهتم بتعريف ودراسة خواص الآلات الحاسوبية المجرّدة,"نظرية التشغيل الذاتي، والتي تُعرف أيضاً بـ ""Self-Sovereign Identity"" (SSI)، هي مفهوم في التكنولوجيا يركز على السيطرة الفردية على البيانات الشخصية. في هذا النظام، يمتلك الأفراد السيطرة الكاملة على هوياتهم الرقمية، بما في ذلك البيانات الشخصية مثل الاسم، العنوان، تاريخ الميلاد، وغيرها.

تسمح نظرية التشغيل الذاتي للأفراد بتحديد من يمكنه الوصول إلى بياناتهم الشخصية وكيفية استخدامها. بدلاً من الاعتماد على كيانات ثالثة مثل الشركات أو الحكومات لتخزين وتنظيم هوياتهم، يمكن للأفراد استخدام تقنية blockchain أو تقنيات أخرى لتخزين هوياتهم بشكل آمن ومستقل.

تقدم نظرية التشغيل الذاتي العديد من الفوائد، بما في ذلك زيادة الخصوصية والأمان، والتحكم في البيانات الشخصية، والقدرة على التحقق من الهوية دون الحاجة إلى كيانات ثالثة. ومع ذلك، لا تزال هناك تحديات يجب معالجتها، مثل التوافق بين أنظمة التشغيل الذاتي المختلفة، والتعامل مع البيانات الشخصية بشكل آمن، وضمان عدم استخدامها بشكل غير صحيح.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_222,sudanese,direct,fanar,arabic_centric,مدينة بافيا موجودة وين؟,"شمال إيطاليا في إقليم لومبارديا, إقليم لومبارديا",مدينة بافيا موجودة في إيطاليا. تقع في منطقة لومبارديا، شمال البلاد.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_223,sudanese,direct,fanar,arabic_centric,المسيحيين بحتفلوا بعيد رأس السنة متين؟,24 ديسمبر ونهار 25 ديسمبر,"يحتفل المسيحيون بعيد رأس السنة الميلادية في الأول من يناير من كل عام، وهو تاريخ يوافق ذكرى ميلاد يسوع المسيح حسب التقويم الغربي. ومع ذلك، يُشار إلى هذا اليوم عادةً باسم ""عيد الميلاد"" وليس ""رأس السنة""، حيث يُحتفل بعيد الميلاد في 25 ديسمبر.

يُرجى ملاحظة أن الاحتفال برأس السنة الميلادية في الأول من يناير هو تقليد عالمي وليس مرتبطًا بشكل مباشر بالاحتفال بعيد الميلاد في 25 ديسمبر.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_224,sudanese,direct,fanar,arabic_centric,شركة سوني أصدرت أول جهاز ألعاب فيديو متين؟,3 ديسمبر عام 1994,"أول جهاز ألعاب فيديو متين أصدرته شركة سوني كان بلاي ستيشن (PlayStation)، وليس جهازًا محمولًا. ولكن إذا كنت تقصد جهازًا محمولًا، فإن أول جهاز ألعاب فيديو محمول من سوني كان بلاي ستيشن بورتابل (PlayStation Portable)، والذي تم إصداره في عام 2004. لكن يُرجى ملاحظة أن سوني لم تصدر جهاز ألعاب فيديو ""متين"" بشكل خاص، حيث أن الأجهزة عادة ما تكون حساسة وتحتاج إلى العناية. ربما كنت تقصد جهازًا مقاومًا للماء أو الصدمات، ولكن لم تصدر سوني مثل هذا الجهاز حتى الآن.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_225,sudanese,direct,fanar,arabic_centric,ألبرت أينشتاين اتولد متين؟,"(14 مارس 1879, 14 مارس 1879",ألبرت أينشتاين وُلد في الثالث عشر من مارس عام 1879.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_226,sudanese,direct,fanar,arabic_centric,قناة المستقلة بتبث من وين؟,أطلانطيك بيرد في نفس مدار نايل سات. كانت القناة وحتى العام 2012 تبث عبر القمرين الصناعيين عرب سات، هوت بيرد,قناة المستقلة هي قناة تلفزيونية عراقية مستقلة، وتبث من بغداد، العراق.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_227,sudanese,direct,fanar,arabic_centric,حرب الخنادق شنو؟,شكل من أشكال الحرب يأخذ المقاتلون مواقع محصّنة وتكون خطوط القتال جامدة وممتده كالخنادق لذلك سميت بحرب الخنادق,حرب الخنادق هي نوع من الحروب التي تتميز ببناء خطوط دفاعية طويلة ومستمرة من الخنادق، غالباً ما تكون متصلة ببعضها البعض، حيث يقاتل الجنود من مواقع محصنة. هذه الاستراتيجية أصبحت شائعة خلال الحرب العالمية الأولى، حيث أدت إلى حروب استنزاف طويلة الأمد مع خسائر فادحة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_228,sudanese,direct,fanar,arabic_centric,شنو هي الأصول غير الملموسة؟,أحد العوامل المساهمة في تحديد التفاوت بين قيمة الشركة حسب السجلات المحاسبية الخاصة بها وقيمة الشركة حسب قيمتها السوقية,الأصول غير الملموسة هي أصول لا يمكن رؤيتها أو لمسها بشكل مباشر، ولكنها لها قيمة مالية للشركة أو الفرد. تشمل الأمثلة على الأصول غير الملموسة العلامات التجارية، براءات الاختراع، حقوق الطبع والنشر، الملكية الفكرية، سمعة الشركة، والمهارات والخبرات الفردية. هذه الأصول لا تظهر عادة في قائمة الأصول المادية للشركة، ولكنها يمكن أن تساهم بشكل كبير في قيمتها السوقية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_229,sudanese,direct,fanar,arabic_centric,فرنسا احتلت سوريا متين؟,1922,احتلت فرنسا سوريا من عام 1920 حتى عام 1946. بعد الحرب العالمية الأولى، أصبحت سوريا جزءًا من الانتداب الفرنسي على سوريا ولبنان بموجب قرارات عصبة الأمم. استمرت هذه الفترة حتى عام 1946 عندما حصلت سوريا على استقلالها.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_230,sudanese,direct,fanar,arabic_centric,الإخوان تمردوا على ملك مملكة الحجاز متين؟,1926,"تمرد الإخوان المسلمون، الذين كانوا ينشطون بشكل أساسي في شبه الجزيرة العربية، على الملك علي بن الحسين، ملك مملكة الحجاز، في عام 1924. لكن يجب التنويه إلى أن ""الإخوان"" في هذا السياق يشير إلى جماعة الإخوان المسلمين، وليس إلى ""الإخوان"" الذين قد يشيرون إلى مجموعة أخرى في سياقات مختلفة. ومع ذلك، فإن الجماعة التي تمردت على الملك علي بن الحسين في ذلك الوقت كانت جماعة الإخوان المسلمين، بقيادة عبد العزيز بن عبد الرحمن آل سعود، الذي أسس فيما بعد المملكة العربية السعودية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
wahm_231,sudanese,direct,fanar,arabic_centric,شنو مجمع الكرادلة؟,"الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية. ويشكل أعلى هيئة استشارية في الكرسي الرسولي, الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية",مجلس الكرادلة، أو الكوريا الرومانية، هو هيئة من كبار رجال الدين الكاثوليك الذين يقدمون المشورة للبابا ويشاركون في انتخاب البابا الجديد بعد وفاة البابا الحالي. يتكون المجلس من 120 كاردينالًا، يتم اختيارهم من قبل البابا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,
