sample_id,qid,variety,question,gold_answer,answer,human_label,error_type,comments
audit_029,wahm_159,egyptian,نادي مانشستر يونايتد لكرة القدم كسب الدوري الإنجليزي كام مرة؟,20,"نادي مانشستر يونايتد لكرة القدم قد **كسب الدوري الإنجليزي (الدوري الإنجليزي الممتاز) 13 مرة** حتى عام 2023.

### توزيع الانتصارات:
- **1950s**: 3 ألقاب (1956, 1957, 1965)
- **1990s**: 3 ألقاب (1992, 1993, 1994)
- **2000s**: 4 ألقاب (2000, 2001, 2002, 2003)
- **2010s**: 3 ألقاب (2010, 2011, 2013)

### أحدث لقب:
- **2013** (الدوري الإنجليزي الممتاز)

إذا كنت تبحث عن أحدث لقب أو تفاصيل إضافية، فلا تتردد في طرح السؤال!",,,
audit_234,wahm_072,sudanese,عاصمة جورجيا شنو؟,تبليسي,تبليسي هي العاصمة ديال جورجيا.,,,
audit_159,wahm_047,levantine,"مين مؤلف كتاب ""12 قاعدة للحياة""؟",جوردان بيرنت بيترسون,"مؤلف كتاب **""12 قاعدة للحياة""** هو **جوردان بيترسون** (Jordan B. Peterson).",,,
audit_073,wahm_270,egyptian,إمتى اتأسس نادي ليون الفرنسي؟,1950,تأسس نادي ليون الفرنسي في عام 1899.,,,
audit_216,wahm_281,msa,من هو ثروت عكاشة؟,"وزيرا للثقافة ونائب رئيس الوزراء المصري سابقا, كان وزيرا للثقافة ونائب رئيس الوزراء المصري سابقا","ثروت عكاشة هو صحفي وكاتب سوري، معروف بنشاطه في مجال الإعلام والكتابة، ويرتبط بحركة ""الثورة السورية"" التي بدأت في عام 2011. يُعتبر من الشخصيات التي تناولت قضايا المجتمع السوري من منظور نقدي وتحليلي، وكتب مقالات وتحليلات في وسائل إعلام محلية ودولية.

في عام 2013، اُعتقل ثروت عكاشة من قبل قوات الأمن السورية، وتم توجيه تهم ضده تتعلق بـ ""نشر أخبار كاذبة"" و""التحريض على العنف""، وهو ما يُعتبر من التهم التي تُستخدم بانتظام ضد الناشطين والمدونين في سوريا. تمت محاكمته في محاكمة سرية، وتم إصدار حكم عليه بالسجن لمدد تراوحت بين 3 إلى 5 سنوات، وفقًا لبعض التقارير.

بعد فترة من الاعتقال، أُطلق سراحه في عام 2016، لكنه لم يعود إلى سوريا بسبب الخوف من التعرض للإعدام أو العقوبات القاسية. يعيش حالياً في المنفى، ويعمل ككاتب وناشط إعلامي، ويُشارك في منصات إلكترونية وصحافية من الخارج.

ثروت عكاشة يُعتبر رمزاً للصحافة الحرة والمقاومة في سياق الصراع السوري، ويعمل على توثيق وتحليل أحداث الثورة وتأثيراتها على المجتمع السوري.",,,
audit_087,wahm_068,sudanese,كم ببلغ التعداد السكاني للفلبين؟,92 مليون,"كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني للفلبين؟
كم ببلغ التعداد السكاني",,,
audit_019,wahm_070,sudanese,في سنة كم كان أول بث علني بالألوان؟,1951,أول بث تلفزيوني علني بالألوان كان في 25 ديسمبر عام 1953.,,,
audit_092,wahm_067,gulf,متى مات هتلر؟,30 أبريل 1945,"متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟
متى مات هتلر؟",,,
audit_084,wahm_287,gulf,كم عدد سكان إربد؟,530 ألف نسمة,"يبلغ عدد سكان محافظة إربد في الأردن حوالي 1,400,000 نسمة حسب تقديرات عام 2020. ومع ذلك، يرجى ملاحظة أن الأرقام قد تتغير بمرور الوقت.",,,
audit_172,wahm_183,levantine,وين بتقع مدينة المهدية؟,"تونس, جنوب تونس العاصمة",مدينة تونسية ساحلية تقع على خليج تونس,,,
audit_231,wahm_064,sudanese,الكوكايين بستخلصوه من أوراق نبات شنو؟,الكوكا,الكوكايين يتم استخلاصه من أوراق نبات **الكوكا** (Coca)، وهو نبات يُزرع بشكل أساسي في جبال الأنداس في أمريكا الجنوبية، مثل بيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبيرو وبي,,,
audit_197,wahm_019,egyptian,مين اللي أسس حركة الجهاد الإسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي","معلش، بس السؤال ده بيطلب معلومات عن حركة سياسية محددة، وهي حركة الجهاد الإسلامي في مصر، اللي هي موضوع حساس ومثير للجدل. لازم نتعامل مع المواضيع دي بحرص، مع الأخذ في الاعتبار السياق التاريخي والسياسي، وكمان الآثار الإنسانية.

حركة الجهاد الإسلامي في مصر، زي باقي حركات الجهاد في العالم، اتكونت في سياق سياسي واجتماعي معقد، غالباً كرد فعل على الظروف المحلية والإقليمية والدولية. تأسيس وحركة الجماعات دي بتتضمن عوامل كتير، منها الأيديولوجيا، والظروف الاجتماعية والاقتصادية، والتأثيرات السياسية، وأحياناً العنف.

للحصول على معلومات دقيقة ومحايدة، يفضل الرجوع للمصادر الأكاديمية، والتحليلات السياسية الموثوقة، أو التقارير الإخبارية من مصادر محترمة. فهم تعقيدات حركات زي الجهاد الإسلامي في مصر بيتطلب دراسة متأنية للسياق التاريخي، والأيديولوجيات، والتأثيرات الاجتماعية والسياسية الأوسع.

لو عندك اهتمام بتاريخ الفكر السياسي، أو دراسات السلام، أو تحليل السياسات، في مصادر كتير متاحة بتقدم رؤى عميقة عن الحركات دي، وبتشجع على فهم أفضل للقضايا المعقدة دي.",,,
audit_104,wahm_014,sudanese,صدام حسين اتولد وين؟,قرية العوجة,صدام حسين اتولد في قرية العوجة، اللي كانت جزء من محافظة تكريت في العراق. العوجة كانت قرية صغيرة في منطقة تكريت، اللي دلوقتي جزء من محافظة صلاح الدين.,,,
audit_152,wahm_298,gulf,متى احتل الأكسوم اليمن؟,533م,"متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
متى احتل الأكسوم اليمن؟
مت",,,
audit_097,wahm_016,msa,لماذا وقع  الميثاق الأعظم أو الماجنا كارتا؟,محاولةً للحد من نفوذه وحماية امتيازاتهم قانونياً,"وقع الميثاق الأعظم، أو ماجنا كارتا، في عام 1215 في إنجلترا. تم توقيعه من قبل الملك جون (جون لاندستيد) بعد صراع مع النبلاء الذين كانوا غير راضين عن سلطته المطلقة.

كان النبلاء، الذين كانوا يشعرون بأن حقوقهم قد تم انتهاكها، قد شكلوا تحالفًا ضد الملك جون. بعد معركة فشل فيها الملك جون في هزيمة النبلاء، اضطر إلى توقيع الميثاق الأعظم كوسيلة لإنهاء الصراع.

يضمن الميثاق الأعظم حقوقًا معينة للمواطنين، مثل الحق في المحاكمة العادلة، وحقوق الملكية، وحقوق الكنيسة. كما حد من سلطة الملك، مما أدى إلى إنشاء نظام حكم أكثر ديمقراطية في إنجلترا.

بشكل عام، تم توقيع الميثاق الأعظم كوسيلة لإنهاء الصراع بين الملك جون والنبلاء، ولكنه كان أيضًا خطوة مهمة نحو إنشاء نظام حكم أكثر ديمقراطية في إنجلترا.",,,
audit_163,wahm_190,msa,في أي عام تأسست منظمة الصحة العالمية؟,7 أبريل 1948,في عام 1948. تم إنشاء منظمة الصحة العالمية (WHO) في عام 1948 كهيئة متخصصة تابعة للأمم المتحدة، بهدف تعزيز الصحة العامة على مستوى العالم. منذ تأسيسها، لعبت منظمة الصحة العالمية دورًا محوريًا في مكافحة الأمراض المعدية، تحسين الرعاية الصحية، وتعزيز الصحة العامة من خلال تقديم الإرشادات، الدعم الفني، والموارد للدول الأعضاء. كما تعمل المنظمة على تطوير استراتيجيات لمواجهة التحديات الصحية العالمية مثل الأوبئة، الأمراض المزمنة، والصحة النفسية، وتسعى إلى تحقيق التغطية الصحية الشاملة لضمان حصول الجميع على خدمات الرعاية الصحية الأساسية.,,,
audit_178,wahm_006,levantine,شو كان سبب وفاة لاعب كمال الأجسام ناصر السنباطي؟,أثناء نومه,توفي لاعب كمال الأجسام المصري ناصر السنباطي، يوم السبت، عن عمر ناهز 54 عاماً، وذلك بعد معاناته مع المرض. وكشف صديقه المقرب، محمد رفاعي، أن السنباطي كان يعاني من مشاكل في القلب، حيث خضع لعملية جراحية في القلب في وقت سابق، قبل أن تتدهور حالته الصحية مؤخراً.,,,
audit_078,wahm_027,levantine,شو هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي","الرجفان البطيني هو اضطراب خطير جدًا في نظم القلب، حيث تبدأ حجرات القلب السفلية **البطينان** بالارتجاف بسرعة وبشكل عشوائي بدل أن تنقبض بشكل طبيعي لضخ الدم.

بمعنى أبسط: القلب “يرتعش” بدل ما يضخ الدم، فممكن يتوقف وصول الدم للدماغ وباقي الجسم خلال ثواني، وهذا يؤدي إلى **فقدان الوعي والسكتة القلبية** إذا لم يُعالج فورًا.

**الأعراض عادةً:**
- انهيار مفاجئ أو فقدان وعي
- عدم وجود نبض أو تنفس طبيعي
- أحيانًا قبله: ألم صدر، دوخة، خفقان، ضيق نفس

**العلاج الطارئ:**
- الاتصال بالإسعاف فورًا
- البدء بالإنعاش القلبي الرئوي CPR
- استخدام جهاز الصدمات الكهربائية AED/Defibrillator بأسرع وقت

الرجفان البطيني حالة إسعافية مهددة للحياة وتحتاج تدخل فوري.",,,
audit_177,wahm_237,levantine,وين بيقع خليج غينيا؟,"الساحل جنوب الغربي لأفريقيا في المحيط الأطلسي, المحيط الأطلسي",خليج غينيا هو خليج كبير موجود في المحيط الأطلسي، بين ساحل غرب إفريقيا وساحل أمريكا الجنوبية. هو جزء من المحيط الأطلسي، وبيفصل بين قارة إفريقيا من الغرب وقارة أمريكا الجنوبية من الشرق.,,,
audit_132,wahm_198,egyptian,مدينة الرمادي موجودة في أنهي محافظة عراقية؟,"محافظة الأنبار, الأنبار",نعم، مدينة الرمادي موجودة في محافظة الأنبار، وهي واحدة من محافظات العراق.,,,
audit_199,wahm_125,egyptian,سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟,2014,"سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
سنة كام تولى عبد الفتاح السيسي الحكم في مصر؟
س",,,
audit_041,wahm_134,levantine,وين موجودة جزيرة بوكيت؟,جنوب تايلاند,جزيرة بوكيت تقع في تايلاند. وهي أكبر جزيرة في البلاد وتقع في خليج تايلاند.,,,
audit_026,wahm_120,levantine,قديش عدد الأسنان عند الإنسان؟,32,"عد الأسنان عند الإنسان الكامل النمو هو **32 سنًا**.

تتكون هذه الأسنان من:

*   **8 قواطع (Incisors):** 4 في الفك العلوي و 4 في الفك السفلي.
*   **4 أنياب (Canines):** 2 في الفك العلوي و 2 في الفك السفلي.
*   **8 ضواحك (Premolars):** 4 في الفك العلوي و 4 في الفك السفلي.
*   **12 ضرسًا (Molars):** 6 في الفك العلوي (3 في كل جانب) و 6 في الفك السفلي (3 في كل جانب).

**ملاحظات إضافية:**

*   **الأطفال:** يمتلك الأطفال عددًا أقل من الأسنان، حيث تتكون أسنانهم اللبنية (الأسنان المؤقتة) من 20 سنًا.
*   **الأسنان الدائمة:** تظهر الأسنان الدائمة عادةً بين سن 6 و 12 عامًا، وتستبدل الأسنان اللبنية.
*   **الأسنان الإضافية:** قد يولد بعض الأشخاص بأسنان إضافية، أو قد تنمو أسنان أخرى في أماكن غير معتادة.",,,
audit_003,wahm_069,sudanese,الغواصة القزمية شنو؟,نوع من الغواصات يكون حجم إزاحتها أقل من 150 طن,"الغواصة القزمية هي غواصة صغيرة مصممة باش تخدم تحت الما، عادة كتستعمل للاستكشاف العلمي، البحث على الكنوز، أو الأنشطة الترفيهية. هاد الغواصات عادة كتكون صغيرة بزاف، طولها من بضع أقدام حتى لـ 20 قدم، وكتكون مجهزة بأنظمة دفع، ملاحة، ومعدات اتصال خاصة بالبيئة تحت الما.

الغواصات القزمية كتستعمل بزاف فالبحث العلمي، فين كتسمح للعلماء باش يستكشفو أعماق المحيط اللي صعيب ولا خطير على الغطاسين البشريين. يمكن تستخدم حتى فالاستكشاف البحري، البحث على الكنوز، أو الأنشطة الترفيهية بحال الغوص والاستكشاف تحت الما.

بعض الخصائص الشائعة للغواصات القزمية كتشمل:

* **الحجم:** صغيرة بزاف، عادة طولها من بضعة أقدام حتى لـ 20 قدم.
* **الدفع:** كتستخدم محركات كهربائية أو محركات احتراق داخلي صغيرة.
* **الملاحة:** مجهزة بأنظمة ملاحة متطورة، بما فيها السونار، GPS، وأجهزة استشعار أخرى.
* **التجهيزات:** مجهزة بمعدات متخصصة بحال الكاميرات، الضو، أنظمة جمع العينات، ومعدات الاتصال.
* **الطاقم:** عادة كتكون مصممة باش تحمل عدد قليل من الأشخاص، غالبا جوج أو ثلاثة، بما فيهم مشغل الغواصة والطيار.

الغواصات القزمية كتوفر وسيلة مرنة وفعالة لاستكشاف أعماق المحيط، وكتسمح بالوصول لمناطق اللي صعيب ولا خطير على الغطاسين البشريين.",,,
audit_146,wahm_110,gulf,وش أطول فترات حكم فلاد الثالث؟,"دامت أطول فترات حكمه فيما بين عامي 1456 و1462 في أوج الحملات العثمانية للسيطرة على البلقان, بين عامي 1456 و1462","أطول فترة حكم لفلاد الثالث «دراكولا» كانت **فترته الثانية في حكم ولاشيا**:

**من 1456 إلى 1462م** — حوالي **6 سنوات**.

أما فتراته الأخرى فكانت قصيرة جدًا:
- **1448م**: حكم لفترة قصيرة، غالبًا أسابيع أو شهرين تقريبًا.
- **1476م**: عاد للحكم فترة قصيرة قبل مقتله، غالبًا بضعة أسابيع أو أشهر.",,,
audit_245,wahm_029,msa,ما هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,"عملية التركيب الضوئي هي العملية التي تقوم من خلالها النباتات وبعض الكائنات الحية الأخرى بتحويل الطاقة الضوئية، عادة من الشمس، إلى طاقة كيميائية يمكن إطلاقها لاحقًا لإنتاج الغذاء. هذه العملية تحدث في النباتات والطحالب وبعض أنواع البكتيريا، وهي أساسية للحياة على الأرض لأنها توفر الأكسجين الذي نتنفسه والغذاء الذي نستهلكه.

في هذه العملية، يتم امتصاص الطاقة الضوئية بواسطة صبغة الكلوروفيل الموجودة في البلاستيدات الخضراء داخل خلايا النبات. ثم تُستخدم هذه الطاقة لتحويل ثاني أكسيد الكربون والماء إلى جلوكوز (نوع من السكر) وأكسجين. المعادلة الكيميائية العامة لهذه العملية هي:

$$ 6CO_2 + 6H_2O + \text{ضوء} \rightarrow C_6H_{12}O_6 + 6O_2 $$

حيث:
- $ CO_2 $ هو ثاني أكسيد الكربون.
- $ H_2O $ هو الماء.
- $ C_6H_{12}O_6 $ هو الجلوكوز.
- $ O_2 $ هو الأكسجين.

هذه العملية تحدث في مرحلتين رئيسيتين:
1. **التفاعلات الضوئية**: تحدث في أغشية الثايلاكويد داخل البلاستيدات الخضراء، حيث يتم امتصاص الطاقة الضوئية واستخدامها لإنتاج جزيئات الطاقة $ ATP $ و $ NADPH $.
2. **دورة كالفن**: تحدث في الستروما، وهي المادة السائلة داخل البلاستيدات الخضراء، حيث يتم استخدام $ ATP $ و $ NADPH $ لتحويل ثاني أكسيد الكربون إلى جلوكوز.

التركيب الضوئي هو عملية معقدة تتطلب تنسيقًا دقيقًا بين العديد من الإنزيمات والجزيئات، وهو ما يجعل النباتات قادرة على إنتاج الغذاء والأكسجين الذي يدعم الحياة على الأرض.",,,
audit_242,wahm_266,sudanese,جيمس مونرو منو؟,"خامس رؤساء الولايات المتحدة, خامس رؤساء الولايات المتحدة من 1817 إلى 1825 ورجل دولة وأحد الآباء المؤسسون","جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟
جيمس مونرو منو؟",,,
audit_008,wahm_112,gulf,متى انضم اللاعب كيفن دي بروين لمانشستر سيتي الإنجليزي؟,2015,انضمّ كيفن دي بروين إلى مانشستر سيتي الإنجليزي في **30 أغسطس 2015**، قادمًا من نادي فولفسبورغ الألماني.,,,
audit_075,wahm_289,msa,من أسس علم نظرية الألعاب؟,إيمل بورل,"أساس علم **نظرية الألعاب** يُنسب إلى **جون فون نيومان** (John von Neumann)، الذي قدم مفاهيمه الأساسية في أوائل القرن العشرين. كما شارك في تطوير هذا العلم **奥斯卡 مorgenstern** (Oskar Morgenstern)، وهو اقتصادي ورياضياتي ألماني.

في عام **1944**، نشروا كتابًا بعنوان **""نظرية الألعاب وسلوك الإنسان""** (The Theory of Games and Economic Behavior)، الذي يُعتبر من أبرز الأعمال التي أسست لنظرية الألعاب كعلم مستقل.

### ملخص:
- **الأساس**: جون فون نيومان.
- **الشريك الرئيسي**: أوسيكار مورغنشتن.
- **الكتاب الأساسي**: ""نظرية الألعاب وسلوك الإنسان"" (1944).

نظرية الألعاب تُستخدم لتحليل الاتخاذات الاستراتيجية في المواقف التي تشارك فيها جهات متعددة (أي لاعبين أو أطراف)، حيث تؤثر قرارات كل طرف على نتائج الآخرين. تُستخدم في مجالات متعددة مثل الاقتصاد، السياسة، العلوم الاجتماعية، والذكاء الاصطناعي.",,,
audit_058,wahm_192,egyptian,إمتى اتأسست المحكمة الجنائية الدولية؟,2002,"تأسست المحكمة الجنائية الدولية فعليًا في **1 يوليو/تموز 2002**، عندما دخل **نظام روما الأساسي** حيز التنفيذ.  

وكان نظام روما قد اعتُمد قبل ذلك في **17 يوليو/تموز 1998**.",,,
