sample_id,qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,layer2_decision_threshold,combined_decision,combined_label,headline_failure_label,source_file,audit_route,threshold_band
audit_216,wahm_143,msa,direct,allam,arabic_centric,أين تقع مدينة قوندر؟,إثيوبية,تقع مدينة قوندر في الهضبة الحبشية، على ارتفاع 2100م عن مستوى سطح البحر، وعلى بعد 140كم شمال شرق أديس أبابا، وهي عاصمة إقليم الأمهرا، وتبعد عن العاصمة أديس أبابا 220كم، وهي من المدن التاريخية القديمة، حيث يعود تاريخها إلى القرن الثالث عشر الميلادي، وقد كانت عاصمة لإثيوبيا من عام 1737 حتى عام 1804، وهي من المدن التي تحتوي على العديد من الآثار التاريخية، مثل: الكنائس، والأديرة، والقصور، والمتاحف، كما تحتوي على العديد من الأسواق، والحدائق، والميادين، وهي من المدن التي تحتوي على العديد من المؤسسات التعليمية، مثل: جامعة قوندر، وكلية العلوم، وكلية الطب، وكلية الزراعة، وكلية الهندسة، وكلية العلوم الإدارية، وكلية العلوم الإنسانية، وكلية العلوم التطبيقية، وكلية علوم الحاسوب، وكلية الفنون الجميلة، وكلية الموسيقى، وكلية التربية، وكلية الدراسات العليا، وكلية الدراسات الإسلامية، وكلية الدراسات القانونية، وكلية الدراسات التجارية، وكلية الدراسات الصحية، وكلية الدراسات السياحية، وكلية الدراسات البيئية، وكلية الدراسات اللغوية، وكلية الدراسات اللغوية التطبيقية، وكلية الدراسات اللغوية الأجنبية، وكلية الدراسات اللغوية الإنجليزية، وكلية الدراسات اللغوية الفرنسية، وكلية الدراسات اللغوية الإيطالية، وكلية الدراسات اللغوية الألمانية، وكلية الدراسات اللغوية الإسبانية، وكلية الدراسات اللغوية البرتغالية، وكلية الدراسات اللغوية الروسية، وكلية الدراسات اللغوية التركية، وكلية الدراسات اللغوية اليابانية، وكلية الدراسات اللغوية الصينية، وكلية الدراسات اللغوية الكورية، وكلية الدراسات اللغوية العربية، وكلية الدراسات اللغوية الفارسية، وكلية الدراسات اللغوية الهندية، وكلية الدراسات اللغوية البنغالية، وكلية الدراسات اللغوية السواحيلية، وكلية الدراسات اللغوية الأمهرية، وكلية الدراسات اللغوية الأورومية، وكلية الدراسات اللغوية التغريية، وكلية الدراسات اللغوية العفرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:03:51+00:00,,0.000,defer,,0.241394,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,near_0.05
audit_217,wahm_127,gulf,direct,fanar,arabic_centric,في أي عام تأسست جامعة تورنتو؟,15 مارس 1827,"في أي عام تأسست جامعة تورنتو؟
في أي عام تأسست جامعة تورنتو؟
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو في عام 1827.
تأسست جامعة تورنتو",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:44:10+00:00,,0.333,defer,,0.187801,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_clean,near_0.05
audit_218,wahm_064,egyptian,direct,allam,arabic_centric,الكوكايين بيتستخلص من ورق أنهي نبات؟,الكوكا,خطأ، الكوكايين لا يُستخلص من نبات الأنبوبة (الأناناس)، بل يُستخلص من أوراق نبات الكوكا الذي ينمو في أمريكا الجنوبية، وخاصة في دول مثل بيرو وبوليفيا. الكوكايين هو مادة مخدرة قوية تُستخرج من أوراق نبات الكوكا، وهو محظور دولياً ويُعد من المواد المخدرة الخطيرة التي تُسبب الإدمان وتؤدي إلى مشاكل صحية واجتماعية كبيرة.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:34:03+00:00,,1.000,defer,,0.078287,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_219,wahm_040,gulf,direct,allam,arabic_centric,من اللي ألف مانجا بيرسيرك؟,كينتارو ميورا,مؤلف المانجا اليابانية بيرسيرك هو الكاتب والفنان كينتارو ميوشي. كينتارو ميوشي هو فنان المانجا الياباني المعروف بأعماله المميزة في هذا المجال، وقد اشتهر بشكل خاص من خلال سلسلة بيرسيرك التي لاقت استحسانًا كبيرًا من القراء والنقاد على حد سواء. تُعتبر هذه السلسلة من الأعمال البارزة في عالم المانجا، حيث تتميز بقصتها العميقة، وشخصياتها المعقدة، وأسلوبها الفني الفريد.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:25:22+00:00,,0.500,defer,,0.044423,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_220,wahm_173,sudanese,direct,allam,arabic_centric,مهرجان كان السينمائي اتأسس متين؟,1946,"في سنة 1946. مهرجان كان السينمائي هو واحد من أهم المهرجانات السينمائية في العالم، وبيُعتبر واحد من ""الثلاثة الكبار"" في السينما العالمية مع مهرجان البندقية ومهرجان برلين. المهرجان بيُقام سنوياً في مدينة كان في فرنسا، وبيُعتبر فرصة كبيرة للمخرجين والممثلين والمنتجين لعرض أعمالهم الجديدة والتواصل مع الجمهور والنقاد من مختلف أنحاء العالم.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:50:15+00:00,,1.000,defer,,0.039207,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_221,wahm_217,sudanese,direct,jais,arabic_centric,النزيف الداخلي شنو؟,نزيف يحدث داخل الجسم,"النزيف الداخلي هو فقدان الدم من داخل الجسم، بلا ما يكون ظاهر من برا. هاد النزيف ممكن يوقع فأي بلاصة فالجسم، بحال البطن، الصدر، الراس، ولا حتى تحت الجلد. النزيف الداخلي ممكن يكون خطير بزاف وممكن يسبب مشاكل صحية خطيرة، بحال الصدمة، فشل الأعضاء، ولا حتى الموت إلا ما تعالجش بسرعة.

الأسباب ديال النزيف الداخلي بزاف، ومنها:

* الإصابات، بحال الجروح، الكسور، ولا الحروق
* الأمراض، بحال القرحة الهضمية، تمدد الأوعية الدموية، ولا أمراض الكبد
* بعض الأدوية، بحال مضادات التخثر ولا مضادات الالتهاب غير الستيرويدية (NSAIDs)
* اضطرابات النزيف، بحال الهيموفيليا ولا مرض فون ويلبراند

الأعراض ديال النزيف الداخلي ممكن تختلف حسب فين كاين النزيف وشحال هو كبير، ولكن ممكن تشمل:

* الدوخة، الضعف، ولا الإغماء
* شحوب الجلد ولا العرق البارد
* ألم فالصدر، البطن، ولا الظهر
* الكحة بالدم، التقيؤ الدموي، ولا البراز الأسود
* ضيق التنفس ولا زيادة نبضات القلب

التشخيص والعلاج ديال النزيف الداخلي عادة كيتطلبو تقييم طبي عاجل، بما فيه الفحص البدني، الفحوصات المخبرية، والتصوير الطبي بحال الأشعة السينية، التصوير المقطعي المحوسب (CT)، ولا التصوير بالرنين المغناطيسي (MRI). العلاج ممكن يتضمن نقل الدم، الأدوية، ولا حتى الجراحة، حسب السبب وشدة النزيف.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:45:01+00:00,,0.500,defer,,0.235315,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,near_0.05
audit_222,wahm_157,levantine,direct,fanar,arabic_centric,وين اندفن إلوي ألفارو؟,مقبرة عامة في كيتو,"وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين اندفن إلوي ألفارو؟
وين",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:49:31+00:00,,0.000,defer,,0.923345,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_hallucination,far
audit_223,wahm_247,gulf,direct,fanar,arabic_centric,وين تقع مدينة تل جوخة؟,مدينة عراقية,تقع مدينة تل جوخة في محافظة إدلب، شمال غرب سوريا. وهي معروفة بتاريخها القديم وتلالها الأثرية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:04+00:00,,0.500,defer,,0.847000,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_hallucination,far
audit_224,wahm_104,gulf,direct,fanar,arabic_centric,وين تقع مدينة قطيسفون؟,جنوب شرق بغداد,تقع مدينة قطيسفون في العراق، وتحديدًا في محافظة صلاح الدين. كانت عاصمة للإمبراطورية الأخمينية (الفارسية القديمة) تحت حكم كورش الكبير، وأصبحت فيما بعد مركزًا مهمًا للإمبراطورية الساسانية. تقع المدينة بالقرب من نهر دجلة، على بعد حوالي 130 كيلومترًا شمال بغداد.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:50+00:00,,0.333,defer,,0.596264,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_hallucination,far
audit_225,wahm_144,egyptian,direct,allam,arabic_centric,إيه أكبر جائزة في مسابقة الخيول؟,"كأس دبي العالمي, كأس دبي العالمي  لسباق الخيل",جائزة كأس دبي العالمي لسباق الخيل، واللي بيقام في الإمارات، هي أكبر جائزة مالية في مسابقات الخيول على مستوى العالم، وبيبلغ قدرها 6 ملايين دولار أمريكي. الجائزة دي بتتقسم على تسعة أشواط، والشوط التاسع والأخير هو الأهم، واللي بيتنافس فيه أفضل الخيول من مختلف أنحاء العالم.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:35:40+00:00,,1.000,defer,,0.033683,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,far
audit_226,wahm_125,sudanese,direct,fanar,arabic_centric,في سنة كم عبد الفتاح السيسي مسك الحكم في مصر؟,2014,عبد الفتاح السيسي تولى الرئاسة في مصر في 8 يونيو 2014.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:09+00:00,,1.000,defer,,0.078648,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,near_0.20
audit_227,wahm_083,msa,direct,fanar,arabic_centric,من هو والد فرانكلين ديلانو روزفلت؟,جيمس روزفلت,والد فرانكلين ديلانو روزفلت هو جيمس روزفلت.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:21+00:00,,1.000,defer,,0.053465,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,near_0.20
audit_228,wahm_040,gulf,direct,qwen3-8b,multilingual,من اللي ألف مانجا بيرسيرك؟,كينتارو ميورا,"""بيرسيرك"" (Perserk) هو مانجا يابانية، وتم إنشاؤه من قبل **كايتو كاوازاكي** (Kaito Kawazaki)، وهو كاتب ومخرج مانجا ياباني.

الマンجا (مانجا) تُنشر في مجلة ""شونين جمب"" (Shonen Jump) التابعة لشركة ""شونين جمب"" (Shonen Jump)، وهي مجلة مانجا شهيرة في اليابان.

إذا كنت تقصد مانجا بعنوان ""بيرسيرك"" (Perserk)، فهذا العنوان قد يكون مُترجمًا أو مُعدّلًا، لكن من المعروف أن الكاتب الرئيسي هو **كايتو كاوازاكي**.

إذا كنت تقصد مانجا أخرى بعنوان مشابه، يُرجى توضيح العنوان باللغة اليابانية أو الإنجليزية لكي أتمكن من مساعدتك بشكل أفضل.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:26:37+00:00,,0.000,degeneration,foreign_script,,,degeneration,,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer1_degeneration,not_applicable
audit_229,wahm_045,gulf,direct,gpt55,multilingual,منو أنغريت كرامب كارينباور؟,سياسية ألمانية تشغل منصب زعيمة الاتحاد الديمقراطي المسيحي,"أنيغريت كرامب-كارنباور **Annegret Kramp-Karrenbauer**، وتُعرف اختصارًا بـ **AKK**، هي سياسية ألمانية من حزب **الاتحاد الديمقراطي المسيحي CDU**.

أبرز معلومات عنها:

- وُلدت عام **1962** في ألمانيا.
- كانت رئيسة حكومة ولاية **سارلاند** الألمانية بين **2011 و2018**.
- أصبحت رئيسة حزب **CDU** بعد أنغيلا ميركل عام **2018**.
- شغلت منصب **وزيرة الدفاع الألمانية** من **2019 إلى 2021**.
- كانت تُعتبر لفترة خليفة محتملة لأنغيلا ميركل، لكنها انسحبت لاحقًا من قيادة الحزب والسياسة الاتحادية البارزة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.750,defer,,0.202688,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.05
audit_230,wahm_173,gulf,direct,gpt55,multilingual,متى تأسس مهرجان كان السينمائي؟,1946,"تأسس **مهرجان كان السينمائي** رسميًا عام **1946**، وكانت أول دورة له في مدينة كان الفرنسية في سبتمبر 1946.  
وكانت هناك محاولة لإطلاقه عام **1939**، لكنها أُلغيت بسبب اندلاع الحرب العالمية الثانية.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:32+00:00,,1.000,defer,,0.056033,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_231,wahm_250,sudanese,direct,allam,arabic_centric,شنو تصريح 28 فبراير 1922؟,"تصريح اعلنته بريطانيا من طرف واحد في لندن والقاهرة في هذا التاريخ, تصريح اعلنته بريطانيا من طرف واحد في لندن والقاهرة في هذا التاريخ.[1][2] اعلنت فيه انهاء الحماية البريطانية على مصر","التصريح اللي صدر ف 28 فبراير 1922 هو الوثيقة اللي أعلنت استقلال مصر من غير ما تحل المشاكل اللي كانت كاينة بين المملكة المصرية والحكومة البريطانية. وكان التصريح نتيجة مفاوضات بين الحكومة المصرية والحكومة البريطانية، واللي كانت من أهم نتائجها إنهاء الحماية البريطانية على مصر والاعتراف بها كدولة مستقلة. 

التصريح كان خطوة مهمة في تاريخ مصر، حيث أكد على السيادة الوطنية لمصر، رغم أن بعض القيود كانت لا تزال موجودة، مثل استمرار وجود القوات البريطانية في بعض المناطق، بما في ذلك منطقة قناة السويس. ورغم أن التصريح لم يحقق الاستقلال الكامل، إلا أنه كان بداية لتحولات كبيرة في السياسة المصرية، وساهم في تعزيز الحركة الوطنية المصرية التي كانت تسعى لتحقيق الاستقلال الكامل.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:51:26+00:00,,0.400,defer,,0.116244,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_232,wahm_154,sudanese,direct,gpt55,multilingual,منطقة مملكة كوش كانت وين؟,"جنوب الشلال الأول والواوات على شماله في بلاد النوبة العليا والسفلى, بلاد النوبة العليا والسفلى","مملكة كوش كانت في **منطقة النوبة** على امتداد **نهر النيل**، وتشمل أساسًا:

- **شمال السودان الحالي**، خصوصًا حول دنقلا ومروي ونبتة.
- وامتدت أحيانًا إلى **جنوب مصر الحالية** حتى منطقة أسوان تقريبًا.

أشهر عواصمها كانت: **كرمة** ثم **نبتة** ثم **مروي**. يعني موقعها العام كان بين **جنوب مصر وشمال/وسط السودان** على ضفاف النيل.",,gpt-5.5,,gpt-5.5,,2026-08-17T19:08:02+00:00,,0.364,defer,,0.205496,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.05
audit_233,wahm_262,msa,direct,fanar,arabic_centric,من كتب كتاب المعادلة التونسية في سنة 2014؟,"حمد الصافي سعيد, الروائي التونسي أحمد الصافي سعيد","كتاب ""المعادلة التونسية"" كتبه الصحفي والكاتب التونسي لطفي النجار في عام 2014.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:38+00:00,,0.200,defer,,0.045876,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,near_0.20
audit_234,wahm_290,levantine,direct,allam,arabic_centric,إمتى أسس ارماني علامته التجارية الخاصة ” جورجو ارماني ”؟,1975,"أسس جورجو أرماني علامته التجارية الخاصة في عام 1975، حيث بدأ مسيرته في عالم الأزياء من خلال تقديم تصاميم مبتكرة تجمع بين الأناقة والبساطة. وقد حقق نجاحًا كبيرًا بفضل قدرته على تقديم أزياء تعكس الذوق الرفيع مع الحفاظ على الطابع العصري. 

أرجو أن تكون إجابتي مفيدة. إذا كانت لديك أي استفسارات وتعليقات حول إجابتي أرجو أن تبلغني بها.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:47:25+00:00,,1.000,defer,,0.037861,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_235,wahm_292,sudanese,direct,qwen3-8b,multilingual,مساحة مدينة ليفربول كم؟,111.84,"مساحة مدينة ليفربول (Liverpool) في إنجلترا تبلغ حوالي **498 كيلومتر مربع** (km²) أو **192 ميل مربع**.

هذه المساحة تشمل الأحياء والمناطق الحضرية التابعة لمدينة ليفربول، وهي واحدة من المدن الكبرى في شمال إنجلترا.

إذا كنت تبحث عن مساحة منطقة محددة داخل ليفربول أو مساحة الأراضي الخضراء أو المباني، يمكنني مساعدتك في ذلك أيضًا.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:32:06+00:00,,0.000,defer,,0.984016,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_hallucination,far
audit_236,wahm_230,egyptian,direct,allam,arabic_centric,أمتا تمرد الإخوان على ملك مملكة الحجاز؟,1926,تمرد الإخوان على الملك عبدالعزيز في عام 1929م، حيث قاموا بأعمال عنف ضد بعض القبائل، مما دفع الملك عبدالعزيز إلى اتخاذ إجراءات صارمة ضدهم، بما في ذلك إرسال قوات بقيادة ابنه الأمير فيصل لإخماد التمرد. وقد نجح الملك عبدالعزيز في إعادة الاستقرار إلى المنطقة، مؤكدًا على أهمية الوحدة الوطنية والالتزام بالقوانين.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:38:09+00:00,,0.000,defer,,0.933969,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,far
audit_237,wahm_208,msa,direct,fanar,arabic_centric,أين يقع إتحاد كرة القدم لكرة القدم؟,"باريس, زيورخ",يقع الاتحاد الدولي لكرة القدم (الفيفا) في زيورخ، سويسرا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,,1.000,defer,,0.245359,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_hallucination,near_0.05
audit_238,wahm_219,sudanese,direct,jais,arabic_centric,منو اخترع الإطار المطاطي؟,جون بويد دنلوب,"الإطار المطاطي، اللي بنسميه ""الإطار""، اخترعه John Boyd Dunlop، وهو جراح بيطري اسكتلندي، في سنة 1887. هو عمل الاختراع ده عشان يحسن راحة ركوب عجلته، اللي كانت بتستخدم كاوتش داخلي، عشان كان حاسس إنه مش مريح. Dunlop كان بيستخدم كاوتش داخلي لعجل عربيته، بس كان بيواجه مشاكل مع الاهتزازات وعدم الراحة. عشان يحل المشكلة دي، قرر يطور نظام كاوتش خارجي، اللي بقى دلوقتي هو الإطار اللي بنستخدمه في العربيات والدراجات. اختراعه كان نقطة تحول في صناعة النقل، لأنه وفر تجربة ركوب أنعم وأكثر راحة وثبات.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:45:03+00:00,,0.000,defer,,0.664223,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,far
audit_239,wahm_192,gulf,direct,fanar,arabic_centric,متى تأسست المحكمة الجنائية الدولية؟,2002,"متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأسست المحكمة الجنائية الدولية؟
متى تأس",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:44:42+00:00,,0.000,defer,,0.924394,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_hallucination,far
audit_240,wahm_121,egyptian,direct,fanar,arabic_centric,أمتا اتعملت معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,تم توقيع معاهدة الحد من انتشار الأسلحة النووية (NPT) في 1 يوليو 1968 في لندن، واشنطن العاصمة، موسكو، ودخلت حيز التنفيذ في 5 مارس 1970.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:16+00:00,,1.000,defer,,0.071802,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,near_0.20
